id,sales
3001211,1.4708743
3001212,1.5438828
3001213,84.84908
3001214,22.280708
3001215,1173.8372
3001216,40.974228
3001217,2.1972759
3001218,2.04685
3001219,0.031500936
3001220,1.9019954
3001221,872.7974
3001222,0.0
3001223,112.3355
3001224,2.1693246
3001225,470.47546
3001226,252.41512
3001227,144.15585
3001228,25.42428
3001229,19.01256
3001230,1417.366
3001231,8.59054
3001232,0.48060906
3001233,7.956087
3001234,29.227892
3001235,0.06819415
3001236,106.81045
3001237,1.4712198
3001238,11.540867
3001239,16.061186
3001240,51.91578
3001241,0.5927403
3001242,70.69038
3001243,132.80313
3001244,0.21746278
3001245,1.7492092
3001246,50.049038
3001247,11.743735
3001248,506.15515
3001249,23.528267
3001250,1.0397532
3001251,2.1915946
3001252,0.0
3001253,2.1053991
3001254,685.8844
3001255,0.0
3001256,168.7616
3001257,2.7235093
3001258,314.8445
3001259,303.82257
3001260,89.88283
3001261,36.288555
3001262,30.379816
3001263,1096.0197
3001264,5.618791
3001265,0.28929484
3001266,5.18453
3001267,35.70825
3001268,0.0
3001269,87.42724
3001270,4.329553
3001271,41.547268
3001272,23.001637
3001273,52.999805
3001274,1.2735317
3001275,141.81271
3001276,149.43129
3001277,1.7929659
3001278,1.6258819
3001279,114.85648
3001280,19.339008
3001281,964.0551
3001282,23.249792
3001283,4.7123666
3001284,2.052908
3001285,0.0
3001286,1.6945322
3001287,909.42535
3001288,0.0
3001289,199.69933
3001290,1.8320205
3001291,462.39676
3001292,348.02267
3001293,181.1898
3001294,40.755783
3001295,21.886595
3001296,1450.123
3001297,4.1249394
3001298,0.107577085
3001299,8.581065
3001300,29.77402
3001301,0.0
3001302,118.15049
3001303,0.6903852
3001304,15.524792
3001305,17.09942
3001306,50.946636
3001307,0.14936423
3001308,88.86034
3001309,166.17297
3001310,0.9659035
3001311,0.9821553
3001312,85.50788
3001313,19.028599
3001314,776.6531
3001315,29.443068
3001316,1.3719437
3001317,3.0080085
3001318,0.04658711
3001319,2.3941395
3001320,1092.9883
3001321,0.0
3001322,242.31874
3001323,2.2428455
3001324,683.13605
3001325,391.8548
3001326,164.64699
3001327,77.492775
3001328,30.033562
3001329,1744.1583
3001330,6.3417735
3001331,0.41485643
3001332,12.3717
3001333,54.485535
3001334,0.10696292
3001335,155.30278
3001336,0.95642805
3001337,20.60113
3001338,34.953945
3001339,64.68939
3001340,0.6348268
3001341,54.053032
3001342,199.75789
3001343,1.0927396
3001344,4.073407
3001345,75.32915
3001346,38.61691
3001347,1084.7212
3001348,37.776413
3001349,1.6533699
3001350,2.420498
3001351,0.011662364
3001352,2.0463724
3001353,893.0912
3001354,0.0
3001355,141.48424
3001356,3.354405
3001357,488.18253
3001358,287.4208
3001359,129.85437
3001360,33.575745
3001361,25.326582
3001362,1475.0887
3001363,5.2453175
3001364,0.3539245
3001365,11.493976
3001366,47.053402
3001367,0.19316041
3001368,135.20021
3001369,0.56445134
3001370,13.55541
3001371,13.697383
3001372,69.29055
3001373,1.3490334
3001374,77.34134
3001375,162.34761
3001376,0.52528226
3001377,2.2283995
3001378,76.11871
3001379,29.146807
3001380,751.84283
3001381,24.555696
3001382,1.1589274
3001383,2.0545855
3001384,0.0
3001385,1.165977
3001386,655.1004
3001387,0.0
3001388,154.05847
3001389,4.686966
3001390,296.53967
3001391,294.19128
3001392,80.29967
3001393,26.23086
3001394,27.658476
3001395,1076.9935
3001396,8.58558
3001397,0.13066483
3001398,7.238021
3001399,27.254982
3001400,0.0
3001401,81.049126
3001402,3.51825
3001403,17.52252
3001404,14.572571
3001405,46.30951
3001406,1.7144072
3001407,255.34814
3001408,138.68365
3001409,1.3235226
3001410,1.6042016
3001411,121.54839
3001412,15.182348
3001413,916.23175
3001414,21.99993
3001415,2.5123653
3001416,2.24927
3001417,0.0
3001418,1.7726364
3001419,683.04956
3001420,0.0
3001421,195.19041
3001422,2.6215205
3001423,302.78033
3001424,326.36826
3001425,94.22027
3001426,58.876507
3001427,29.292528
3001428,1017.52155
3001429,4.52885
3001430,0.1401602
3001431,6.6471753
3001432,30.299595
3001433,0.0
3001434,77.393654
3001435,0.54324627
3001436,58.943092
3001437,19.080137
3001438,50.76549
3001439,1.582262
3001440,114.11621
3001441,117.1584
3001442,2.1261883
3001443,1.2842696
3001444,101.648155
3001445,16.534771
3001446,1045.775
3001447,24.370256
3001448,2.0124228
3001449,2.3900464
3001450,0.0
3001451,2.1577814
3001452,750.7304
3001453,0.0
3001454,193.65102
3001455,2.758891
3001456,265.0251
3001457,333.99915
3001458,91.97362
3001459,56.959137
3001460,32.786507
3001461,985.6847
3001462,6.4721694
3001463,0.25152254
3001464,7.2791786
3001465,31.607128
3001466,0.0
3001467,75.70438
3001468,0.0
3001469,64.82275
3001470,18.763195
3001471,89.23136
3001472,2.4010558
3001473,119.33825
3001474,122.981
3001475,1.9884434
3001476,2.204081
3001477,91.414566
3001478,16.33472
3001479,1123.1073
3001480,31.131855
3001481,1.3645189
3001482,2.229204
3001483,0.0
3001484,1.3705494
3001485,716.28094
3001486,0.0
3001487,207.89339
3001488,3.4181867
3001489,369.78934
3001490,321.2989
3001491,95.475464
3001492,30.9777
3001493,27.274004
3001494,1231.7433
3001495,3.7887788
3001496,0.38275325
3001497,8.745915
3001498,25.598427
3001499,0.029675603
3001500,88.13872
3001501,0.12279129
3001502,34.57807
3001503,16.969805
3001504,46.426723
3001505,0.3163129
3001506,185.60976
3001507,163.77475
3001508,1.7082922
3001509,0.9016547
3001510,104.69109
3001511,16.388908
3001512,971.3779
3001513,35.264935
3001514,1.4735434
3001515,2.5349026
3001516,0.0
3001517,1.0473471
3001518,778.48627
3001519,0.0
3001520,206.15355
3001521,2.9224927
3001522,316.239
3001523,325.33105
3001524,101.47835
3001525,84.49204
3001526,31.923885
3001527,1084.0194
3001528,3.9297876
3001529,0.62002325
3001530,7.5582085
3001531,30.298826
3001532,0.006160021
3001533,91.20057
3001534,0.4578123
3001535,60.43666
3001536,19.83238
3001537,63.20942
3001538,0.76194894
3001539,115.31548
3001540,132.84314
3001541,2.2610533
3001542,1.5293133
3001543,105.44407
3001544,16.59608
3001545,1105.4855
3001546,40.22337
3001547,1.8143303
3001548,2.3574169
3001549,0.0
3001550,1.6495337
3001551,1051.7101
3001552,0.0
3001553,144.42139
3001554,3.855535
3001555,530.38684
3001556,423.56412
3001557,146.66681
3001558,63.043938
3001559,24.753689
3001560,1606.916
3001561,3.347301
3001562,0.36905897
3001563,10.120257
3001564,33.816254
3001565,0.1022681
3001566,129.22766
3001567,0.0
3001568,26.369392
3001569,12.432627
3001570,54.841442
3001571,0.09384072
3001572,84.95165
3001573,186.80461
3001574,1.4987638
3001575,0.89907
3001576,84.752655
3001577,18.86683
3001578,1026.8662
3001579,59.603405
3001580,0.3010342
3001581,2.5186067
3001582,0.0
3001583,1.617991
3001584,1025.0514
3001585,0.0
3001586,142.4813
3001587,4.0621157
3001588,552.49786
3001589,428.37543
3001590,131.23544
3001591,62.548687
3001592,24.65569
3001593,1514.7593
3001594,3.6143565
3001595,0.45329332
3001596,9.684593
3001597,33.595196
3001598,0.08579314
3001599,119.52092
3001600,0.0
3001601,30.50282
3001602,15.600967
3001603,65.00426
3001604,0.15444076
3001605,67.626205
3001606,178.17622
3001607,1.6187246
3001608,1.0670745
3001609,87.59784
3001610,26.330406
3001611,1003.9615
3001612,58.04315
3001613,0.7656659
3001614,2.3986273
3001615,0.0
3001616,2.1138217
3001617,743.6093
3001618,0.0
3001619,177.15141
3001620,3.4448223
3001621,340.63687
3001622,336.40817
3001623,89.15954
3001624,42.149834
3001625,34.791054
3001626,1123.0575
3001627,5.981056
3001628,0.401942
3001629,5.5209937
3001630,29.831774
3001631,0.08336413
3001632,97.01539
3001633,4.6961365
3001634,54.371357
3001635,27.208542
3001636,51.218853
3001637,2.1475704
3001638,147.15938
3001639,148.17303
3001640,1.7376158
3001641,1.8220074
3001642,123.45096
3001643,20.993681
3001644,1135.3398
3001645,24.310186
3001646,5.1252613
3001647,2.214682
3001648,0.05660832
3001649,1.6969666
3001650,874.6122
3001651,0.0
3001652,141.39627
3001653,2.190403
3001654,605.2332
3001655,282.0846
3001656,114.029236
3001657,105.99513
3001658,22.266777
3001659,1389.3833
3001660,2.8219054
3001661,0.27707815
3001662,9.129238
3001663,30.991684
3001664,0.11742222
3001665,129.7422
3001666,0.0
3001667,14.905523
3001668,18.558388
3001669,77.982735
3001670,0.22884226
3001671,50.53881
3001672,138.75632
3001673,0.8457209
3001674,1.7610207
3001675,61.826294
3001676,11.319783
3001677,783.25476
3001678,27.73503
3001679,1.8977091
3001680,2.542798
3001681,0.0
3001682,1.7290752
3001683,999.1674
3001684,0.0
3001685,220.57498
3001686,3.1944366
3001687,542.53534
3001688,342.86743
3001689,116.69634
3001690,76.1782
3001691,24.232847
3001692,1530.8527
3001693,4.0210547
3001694,0.22692728
3001695,8.743769
3001696,35.22199
3001697,0.03265035
3001698,128.41197
3001699,0.093783855
3001700,18.175682
3001701,30.677053
3001702,46.37351
3001703,0.3093654
3001704,174.04045
3001705,175.95032
3001706,1.1217637
3001707,1.6442783
3001708,62.560356
3001709,24.33854
3001710,992.32666
3001711,43.84062
3001712,1.0214806
3001713,1.7099204
3001714,0.0
3001715,1.3459771
3001716,747.15845
3001717,0.0
3001718,139.37285
3001719,1.6988375
3001720,554.7241
3001721,233.72743
3001722,101.690895
3001723,113.773094
3001724,16.66098
3001725,1256.6816
3001726,1.4275134
3001727,0.094555736
3001728,8.360809
3001729,25.936277
3001730,0.0
3001731,108.04348
3001732,0.0
3001733,13.748116
3001734,15.670069
3001735,69.39699
3001736,0.074576855
3001737,58.361782
3001738,141.87823
3001739,0.3732128
3001740,0.9742856
3001741,46.87299
3001742,8.249772
3001743,591.8716
3001744,25.10356
3001745,1.0369847
3001746,2.7501554
3001747,0.0017539263
3001748,2.10228
3001749,1025.7714
3001750,0.061596513
3001751,192.69632
3001752,2.861135
3001753,640.9583
3001754,328.0028
3001755,129.18588
3001756,94.83663
3001757,23.526964
3001758,1593.6335
3001759,1.9376795
3001760,0.41636622
3001761,12.163965
3001762,44.055
3001763,0.25117445
3001764,150.15082
3001765,0.0
3001766,14.230892
3001767,35.753162
3001768,72.767944
3001769,0.618914
3001770,168.86331
3001771,172.67819
3001772,0.79796827
3001773,2.1684904
3001774,88.34042
3001775,19.540087
3001776,1321.5732
3001777,29.259722
3001778,0.40547013
3001779,1.7455919
3001780,0.0
3001781,0.9064964
3001782,688.3791
3001783,0.0
3001784,196.57779
3001785,1.5436718
3001786,374.62622
3001787,250.06276
3001788,88.37886
3001789,49.439926
3001790,17.62603
3001791,1130.4672
3001792,1.5748205
3001793,0.6338054
3001794,7.280093
3001795,38.333534
3001796,0.0
3001797,89.39277
3001798,0.0
3001799,18.85968
3001800,13.695436
3001801,47.52517
3001802,0.017636895
3001803,63.852707
3001804,137.0437
3001805,0.7847059
3001806,0.8011731
3001807,39.646255
3001808,11.365875
3001809,543.465
3001810,31.21775
3001811,0.47172773
3001812,1.853457
3001813,0.0
3001814,1.3023317
3001815,949.4522
3001816,0.0
3001817,115.011444
3001818,1.7532244
3001819,439.19226
3001820,237.60277
3001821,98.73143
3001822,92.626175
3001823,22.005028
3001824,1348.8676
3001825,1.5956635
3001826,0.14650738
3001827,8.704694
3001828,32.147823
3001829,0.03630674
3001830,106.537155
3001831,0.0
3001832,15.281601
3001833,15.134748
3001834,53.614944
3001835,0.23462427
3001836,151.73314
3001837,146.99832
3001838,0.29644012
3001839,0.6436901
3001840,35.376488
3001841,11.23056
3001842,748.64435
3001843,25.259775
3001844,0.29752254
3001845,2.0390527
3001846,0.0
3001847,1.2168233
3001848,1056.0712
3001849,0.0
3001850,240.29495
3001851,2.9129174
3001852,444.14545
3001853,339.995
3001854,110.19211
3001855,51.93955
3001856,26.169783
3001857,1514.6147
3001858,1.7837613
3001859,0.15619874
3001860,7.964423
3001861,26.97408
3001862,0.0
3001863,119.558
3001864,0.0
3001865,63.097176
3001866,14.050483
3001867,57.07779
3001868,0.13373029
3001869,111.81997
3001870,161.7142
3001871,0.8936771
3001872,0.9861047
3001873,57.3806
3001874,15.614277
3001875,1011.2945
3001876,36.174286
3001877,0.0
3001878,2.789988
3001879,0.0
3001880,2.196389
3001881,853.4205
3001882,0.0
3001883,213.20415
3001884,2.9305203
3001885,365.9306
3001886,350.71198
3001887,79.45094
3001888,65.43695
3001889,33.798878
3001890,1208.7146
3001891,9.17152
3001892,0.40044987
3001893,9.195247
3001894,32.898384
3001895,0.0
3001896,102.48085
3001897,5.4142222
3001898,74.70143
3001899,15.759317
3001900,60.269672
3001901,2.783546
3001902,105.68595
3001903,150.72337
3001904,3.0527434
3001905,2.7050707
3001906,85.56582
3001907,18.85345
3001908,1228.1112
3001909,25.23476
3001910,3.1581597
3001911,2.7962053
3001912,0.0
3001913,2.308181
3001914,730.5533
3001915,0.0
3001916,175.64319
3001917,3.2240753
3001918,410.9432
3001919,305.88464
3001920,82.36458
3001921,36.004917
3001922,31.888702
3001923,1169.4417
3001924,5.476627
3001925,0.42064655
3001926,10.346816
3001927,63.78968
3001928,0.0
3001929,102.19053
3001930,4.5346103
3001931,48.292847
3001932,22.502686
3001933,64.54556
3001934,2.7208292
3001935,78.01182
3001936,177.36674
3001937,2.5151124
3001938,4.157443
3001939,46.60288
3001940,18.609621
3001941,1025.4443
3001942,24.104929
3001943,2.6116042
3001944,3.162478
3001945,0.0039976835
3001946,1.7365267
3001947,1277.708
3001948,0.020489097
3001949,298.84283
3001950,2.749589
3001951,666.21466
3001952,404.31433
3001953,114.32504
3001954,97.2575
3001955,25.33746
3001956,1869.8726
3001957,9.581874
3001958,0.5111314
3001959,9.759047
3001960,44.309105
3001961,0.124394774
3001962,154.73738
3001963,1.6957583
3001964,37.585197
3001965,23.415764
3001966,71.692184
3001967,1.1094642
3001968,85.42481
3001969,210.64249
3001970,2.4676013
3001971,2.5138235
3001972,79.767975
3001973,21.712152
3001974,1036.4038
3001975,39.04408
3001976,3.922337
3001977,2.1199644
3001978,0.0
3001979,1.9241064
3001980,696.32513
3001981,0.0
3001982,163.92986
3001983,2.8564217
3001984,312.69168
3001985,324.48843
3001986,87.93858
3001987,38.23897
3001988,29.558887
3001989,1096.5344
3001990,5.375898
3001991,0.30103588
3001992,5.0281487
3001993,26.562122
3001994,0.0
3001995,98.62529
3001996,4.910197
3001997,50.380127
3001998,12.757661
3001999,52.32441
3002000,1.7140601
3002001,149.35815
3002002,142.39368
3002003,1.7770112
3002004,1.7140973
3002005,126.86592
3002006,14.67468
3002007,985.5995
3002008,23.968437
3002009,5.010313
3002010,2.2573047
3002011,0.0
3002012,1.7602711
3002013,1384.0916
3002014,0.0
3002015,127.45369
3002016,2.0899823
3002017,776.4173
3002018,320.2151
3002019,140.60846
3002020,88.77631
3002021,21.284914
3002022,1841.4768
3002023,3.4189363
3002024,0.4801631
3002025,11.463238
3002026,51.458878
3002027,0.078402996
3002028,155.83405
3002029,0.0
3002030,14.099676
3002031,24.004025
3002032,61.41795
3002033,0.60153127
3002034,72.58481
3002035,208.17368
3002036,1.203315
3002037,1.9281414
3002038,51.15249
3002039,16.876833
3002040,959.7909
3002041,28.262775
3002042,1.1926198
3002043,3.2904034
3002044,0.0
3002045,2.7492602
3002046,1001.3331
3002047,0.0
3002048,234.92802
3002049,3.7057428
3002050,514.07214
3002051,350.37152
3002052,115.97755
3002053,60.065617
3002054,42.909344
3002055,1422.6472
3002056,7.5108633
3002057,0.6158724
3002058,10.527604
3002059,57.78013
3002060,0.1118747
3002061,114.942696
3002062,4.1721387
3002063,51.783024
3002064,26.144466
3002065,59.786575
3002066,3.458242
3002067,106.12026
3002068,210.84259
3002069,4.5741587
3002070,4.555559
3002071,80.0427
3002072,19.38607
3002073,1263.7594
3002074,28.15775
3002075,2.482525
3002076,3.1071563
3002077,0.0
3002078,2.3066819
3002079,965.4067
3002080,0.0
3002081,245.51173
3002082,3.2509527
3002083,407.6864
3002084,372.4766
3002085,102.1109
3002086,74.84708
3002087,39.0701
3002088,1323.5309
3002089,9.1695175
3002090,0.44247484
3002091,8.87926
3002092,35.639484
3002093,0.06710017
3002094,105.79125
3002095,5.8161836
3002096,77.83874
3002097,20.131187
3002098,67.81364
3002099,3.3802886
3002100,120.25906
3002101,167.55243
3002102,3.6077085
3002103,3.0913525
3002104,98.15776
3002105,20.689133
3002106,1344.3412
3002107,26.174084
3002108,4.8866243
3002109,1.7715373
3002110,0.0
3002111,1.1438034
3002112,1258.8329
3002113,0.0
3002114,229.93005
3002115,4.2671933
3002116,475.2242
3002117,301.83316
3002118,112.12887
3002119,53.93526
3002120,20.942705
3002121,1474.6123
3002122,2.7446406
3002123,0.0
3002124,5.838602
3002125,34.650856
3002126,0.0
3002127,99.343346
3002128,0.0
3002129,27.224863
3002130,9.670255
3002131,55.634117
3002132,0.39605486
3002133,85.83699
3002134,161.80795
3002135,0.89178777
3002136,0.042892933
3002137,65.94869
3002138,31.028538
3002139,806.6397
3002140,55.51442
3002141,0.0
3002142,2.583948
3002143,0.0
3002144,1.7747126
3002145,1057.488
3002146,0.0
3002147,240.09035
3002148,2.4729033
3002149,515.54474
3002150,333.18976
3002151,140.33823
3002152,64.99331
3002153,30.941856
3002154,1489.0349
3002155,5.26869
3002156,0.32955778
3002157,9.636536
3002158,45.840576
3002159,0.0
3002160,115.68517
3002161,23.958822
3002162,36.019806
3002163,22.48334
3002164,73.01261
3002165,1.1871717
3002166,122.461624
3002167,190.55995
3002168,2.4939291
3002169,2.0078518
3002170,105.79161
3002171,31.20612
3002172,1317.6929
3002173,41.992508
3002174,2.3289986
3002175,2.5978398
3002176,0.0
3002177,1.764487
3002178,1106.7107
3002179,0.0
3002180,244.89479
3002181,2.928516
3002182,516.7412
3002183,357.50797
3002184,159.4481
3002185,53.553295
3002186,31.851887
3002187,1619.2018
3002188,6.436653
3002189,0.30232823
3002190,8.104187
3002191,38.68628
3002192,0.0
3002193,117.77952
3002194,26.47842
3002195,45.335907
3002196,17.497414
3002197,50.8814
3002198,1.1322567
3002199,169.4049
3002200,211.88417
3002201,2.4002898
3002202,3.1668048
3002203,118.70506
3002204,28.163042
3002205,1286.3196
3002206,51.012478
3002207,2.5931423
3002208,2.3942516
3002209,0.0
3002210,2.2369568
3002211,904.6595
3002212,0.0
3002213,217.83376
3002214,2.3934188
3002215,503.62396
3002216,300.85208
3002217,180.54744
3002218,29.809612
3002219,27.032072
3002220,1535.644
3002221,5.0786476
3002222,0.20211947
3002223,7.03701
3002224,28.910692
3002225,0.0
3002226,120.41197
3002227,17.009521
3002228,37.757153
3002229,11.750814
3002230,50.189854
3002231,0.71590173
3002232,166.02701
3002233,218.48909
3002234,2.3420007
3002235,3.1343923
3002236,108.810455
3002237,21.537687
3002238,807.9147
3002239,42.961456
3002240,2.0437517
3002241,2.509146
3002242,0.0
3002243,2.3550982
3002244,980.5224
3002245,0.0
3002246,223.18204
3002247,2.5512648
3002248,494.8167
3002249,316.66937
3002250,180.5703
3002251,36.529305
3002252,28.094564
3002253,1571.0173
3002254,5.277444
3002255,0.19429743
3002256,7.6303396
3002257,40.519703
3002258,0.0
3002259,134.40791
3002260,49.452408
3002261,38.48139
3002262,15.683155
3002263,60.814613
3002264,0.77279985
3002265,170.03752
3002266,229.36626
3002267,2.4510016
3002268,2.2264395
3002269,111.29747
3002270,22.620872
3002271,930.9679
3002272,38.732113
3002273,2.1499345
3002274,2.2199647
3002275,0.0
3002276,2.3647335
3002277,946.87646
3002278,0.0
3002279,212.53098
3002280,2.2853377
3002281,479.46628
3002282,299.70425
3002283,175.8324
3002284,30.62755
3002285,25.898695
3002286,1536.9584
3002287,4.9531827
3002288,0.09088564
3002289,6.9707346
3002290,36.884003
3002291,0.0
3002292,120.094734
3002293,35.89004
3002294,32.928684
3002295,8.802992
3002296,59.314278
3002297,0.6087332
3002298,160.95615
3002299,210.53352
3002300,2.2603593
3002301,3.482738
3002302,103.03344
3002303,19.65053
3002304,789.9882
3002305,38.369823
3002306,1.677757
3002307,2.9242458
3002308,0.0
3002309,2.0089183
3002310,1150.1582
3002311,0.0
3002312,254.88553
3002313,3.2326117
3002314,535.5755
3002315,387.5717
3002316,158.7358
3002317,59.21528
3002318,34.80927
3002319,1625.5508
3002320,6.419027
3002321,0.3872137
3002322,9.618955
3002323,41.810413
3002324,0.06932807
3002325,116.536156
3002326,3.3019
3002327,44.996464
3002328,14.990897
3002329,71.414795
3002330,1.6146364
3002331,168.49112
3002332,219.15189
3002333,2.6688051
3002334,2.2538257
3002335,131.13017
3002336,29.920439
3002337,1641.2828
3002338,38.197258
3002339,2.929326
3002340,2.8552945
3002341,0.0
3002342,2.554977
3002343,707.0923
3002344,0.0
3002345,168.6175
3002346,4.8399043
3002347,430.96002
3002348,288.59274
3002349,102.207306
3002350,45.816616
3002351,35.791
3002352,1180.6837
3002353,7.325527
3002354,0.37580752
3002355,9.866928
3002356,43.299595
3002357,0.12712824
3002358,100.765205
3002359,4.176893
3002360,32.286957
3002361,25.423689
3002362,53.387054
3002363,2.5385683
3002364,102.33185
3002365,151.95369
3002366,1.2359283
3002367,2.2553792
3002368,98.49778
3002369,19.120382
3002370,1008.5998
3002371,31.062134
3002372,2.9758048
3002373,2.582372
3002374,0.0
3002375,2.174937
3002376,929.6419
3002377,0.0
3002378,184.65353
3002379,4.834525
3002380,501.71683
3002381,295.03067
3002382,148.20868
3002383,28.827747
3002384,27.264513
3002385,1442.8132
3002386,9.618535
3002387,0.21942055
3002388,9.500002
3002389,41.703793
3002390,0.0
3002391,116.71032
3002392,10.728055
3002393,20.745783
3002394,11.939414
3002395,63.303635
3002396,1.2805297
3002397,166.49437
3002398,191.35106
3002399,2.0299475
3002400,2.2494006
3002401,85.55836
3002402,18.869883
3002403,821.2424
3002404,31.172401
